trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.2, 'e': 1.0}",20,0,-85.46820232998249,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
2,False,"{'a': 0.2, 'e': 0.9960079893439915}",25,0,-59.79531605540483,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
3,False,"{'a': 0.2, 'e': 0.9920319148370607}",20,0,-81.0024531757393,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",1
4,False,"{'a': 0.2, 'e': 0.9880717128619305}",25,3,-125.16156740195325,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 2}",1
5,False,"{'a': 0.2, 'e': 0.9841273200552851}",20,0,-90.54529617403769,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
6,False,"{'a': 0.2, 'e': 0.9801986733067553}",20,0,-148.59399946581746,"{0: 13, 1: 0, 2: 2, 3: 3, 4: 2}",0
7,False,"{'a': 0.2, 'e': 0.9762857097579093}",30,0,-263.96686120840656,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 5}",0
8,False,"{'a': 0.2, 'e': 0.9723883668012469}",25,0,-147.4327204014446,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
9,False,"{'a': 0.2, 'e': 0.9685065820791976}",20,0,-108.89728118488868,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
10,False,"{'a': 0.2, 'e': 0.9646402934831231}",20,0,-112.06607301840485,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
11,False,"{'a': 0.2, 'e': 0.9607894391523232}",25,0,-162.55281668028135,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
12,False,"{'a': 0.2, 'e': 0.9569539574730467}",20,0,-73.37624986961774,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
13,False,"{'a': 0.2, 'e': 0.9531337870775047}",30,0,-111.31256192123352,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
14,False,"{'a': 0.2, 'e': 0.9493288668428895}",20,4,-54.02911057991836,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
15,False,"{'a': 0.2, 'e': 0.9455391358903963}",20,0,-73.41390222494105,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.2, 'e': 0.9417645335842487}",20,0,-45.130087919417704,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
17,False,"{'a': 0.2, 'e': 0.9380049995307295}",30,0,-222.74430578351524,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
18,False,"{'a': 0.2, 'e': 0.9342604735772135}",30,0,-189.75582595406192,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
19,False,"{'a': 0.2, 'e': 0.9305308958112057}",20,5,-67.4426399030125,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
20,False,"{'a': 0.2, 'e': 0.9268162065593822}",25,4,-91.16671433838388,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 1}",1
21,False,"{'a': 0.2, 'e': 0.9231163463866358}",20,0,-146.74227055191744,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
22,False,"{'a': 0.2, 'e': 0.9194312560951247}",20,0,-94.05871585389843,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
23,False,"{'a': 0.2, 'e': 0.9157608767233256}",25,0,-83.29666578106207,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
24,False,"{'a': 0.2, 'e': 0.9121051495450904}",25,0,-145.64220086282594,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
25,False,"{'a': 0.2, 'e': 0.9084640160687061}",25,0,-89.81293539779014,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
26,False,"{'a': 0.2, 'e': 0.9048374180359595}",20,0,-68.18139745038442,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
27,False,"{'a': 0.2, 'e': 0.9012252974212047}",20,0,-117.2952857545784,"{0: 10, 1: 2, 2: 4, 3: 4, 4: 0}",0
28,False,"{'a': 0.2, 'e': 0.8976275964304349}",25,0,-104.45715245617143,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
29,False,"{'a': 0.2, 'e': 0.8940442575003572}",20,0,-98.69241141926376,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
30,False,"{'a': 0.2, 'e': 0.8904752232974725}",25,0,-99.53641582839198,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
31,False,"{'a': 0.2, 'e': 0.8869204367171575}",25,3,-22.86038413730364,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
32,False,"{'a': 0.2, 'e': 0.8833798408827509}",25,0,-118.36040711954642,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
33,False,"{'a': 0.2, 'e': 0.8798533791446438}",20,0,-160.40241186810937,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
34,False,"{'a': 0.2, 'e': 0.8763409950793732}",30,0,-130.89539903434056,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
35,False,"{'a': 0.2, 'e': 0.8728426324887193}",20,0,-142.23078018044166,"{0: 8, 1: 5, 2: 3, 3: 3, 4: 1}",0
36,False,"{'a': 0.2, 'e': 0.8693582353988059}",25,18,-0.8005625524822646,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.2, 'e': 0.865887748059205}",20,0,-92.79615845915257,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
38,False,"{'a': 0.2, 'e': 0.8624311149420454}",25,0,-102.25956201396939,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
39,False,"{'a': 0.2, 'e': 0.8589882807411234}",25,0,-96.32621285670382,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
40,False,"{'a': 0.2, 'e': 0.8555591903710185}",30,0,-180.66718289080953,"{0: 13, 1: 9, 2: 5, 3: 1, 4: 2}",0
41,False,"{'a': 0.2, 'e': 0.8521437889662113}",20,0,-187.94300376296343,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
42,False,"{'a': 0.2, 'e': 0.8487420218802068}",25,0,-88.4369377613894,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
43,False,"{'a': 0.2, 'e': 0.8453538346846587}",20,0,-10.142860735577862,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
44,False,"{'a': 0.2, 'e': 0.8419791731684999}",20,0,-85.65839904319967,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
45,False,"{'a': 0.2, 'e': 0.8386179833370739}",20,4,-53.69446031956102,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
46,False,"{'a': 0.2, 'e': 0.835270211411272}",25,5,-124.79800815694918,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",1
47,False,"{'a': 0.2, 'e': 0.8319358038266718}",25,5,-65.42316631585048,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
48,False,"{'a': 0.2, 'e': 0.8286147072326806}",20,0,-54.616022028043524,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.2, 'e': 0.8253068684916823}",20,0,-87.71970123046307,"{0: 10, 1: 6, 2: 1, 3: 3, 4: 0}",0
50,False,"{'a': 0.2, 'e': 0.8220122346781865}",20,0,-84.85877298444257,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.2, 'e': 0.8187307530779818}",25,0,-44.66674157977095,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
52,False,"{'a': 0.2, 'e': 0.8154623711872927}",25,0,-14.027494981489944,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
53,False,"{'a': 0.2, 'e': 0.812207036711939}",25,0,-136.79668656292893,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
54,False,"{'a': 0.2, 'e': 0.8089646975664998}",20,6,-15.170256590359834,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
55,False,"{'a': 0.2, 'e': 0.8057353018734796}",20,0,-125.44862487778505,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
56,False,"{'a': 0.2, 'e': 0.8025187979624785}",30,0,-161.264375105524,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
57,False,"{'a': 0.2, 'e': 0.7993151343693651}",20,0,-46.67512745256097,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
58,False,"{'a': 0.2, 'e': 0.7961242598354538}",25,0,-115.79937784899394,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
59,False,"{'a': 0.2, 'e': 0.7929461233066837}",30,11,-133.36087257347342,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 2}",1
60,False,"{'a': 0.2, 'e': 0.7897806739328027}",25,0,-61.80714989802082,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
61,False,"{'a': 0.2, 'e': 0.7866278610665535}",20,2,-9.482647304765255,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
62,False,"{'a': 0.2, 'e': 0.7834876342628625}",20,0,-100.03711906207975,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
63,False,"{'a': 0.2, 'e': 0.7803599432780343}",20,3,-51.522880036832284,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 0}",1
64,False,"{'a': 0.2, 'e': 0.7772447380689461}",30,0,-153.29515686341173,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
65,False,"{'a': 0.2, 'e': 0.7741419687922484}",35,0,-109.84455836732818,"{0: 22, 1: 6, 2: 5, 3: 1, 4: 1}",0
66,False,"{'a': 0.2, 'e': 0.7710515858035663}",30,0,-129.92740505796797,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
67,False,"{'a': 0.2, 'e': 0.7679735396567061}",25,13,-30.053559948511726,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
68,False,"{'a': 0.2, 'e': 0.764907781102864}",25,0,-49.16819152347106,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.2, 'e': 0.7618542610898376}",20,8,-9.89500771368266,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.2, 'e': 0.7588129307612413}",25,11,-76.61324003356253,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.2, 'e': 0.7557837414557255}",35,0,-188.3108171776529,"{0: 22, 1: 5, 2: 3, 3: 2, 4: 3}",0
72,False,"{'a': 0.2, 'e': 0.7527666447061963}",25,1,-130.1240709615284,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 2}",1
73,False,"{'a': 0.2, 'e': 0.7497615922390413}",30,0,-196.97841286755008,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
74,False,"{'a': 0.2, 'e': 0.7467685359733571}",30,18,-90.92163462483911,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 1}",1
75,False,"{'a': 0.2, 'e': 0.7437874280201796}",25,9,-81.90173756615918,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 2}",1
76,False,"{'a': 0.2, 'e': 0.7408182206817179}",30,15,-78.02710254525864,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
77,False,"{'a': 0.2, 'e': 0.7378608664505911}",25,0,-45.05976888422997,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.2, 'e': 0.7349153180090687}",35,21,-16.93446207923375,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
79,False,"{'a': 0.2, 'e': 0.7319815282283126}",20,6,-70.48009662918253,"{0: 7, 1: 4, 2: 2, 3: 0, 4: 1}",1
80,False,"{'a': 0.2, 'e': 0.7290594501676237}",25,0,-145.42871045305444,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.2, 'e': 0.7261490370736909}",25,0,8.715477400244076,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
82,False,"{'a': 0.2, 'e': 0.7232502423798424}",25,0,-123.39594618667347,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
83,False,"{'a': 0.2, 'e': 0.7203630197053013}",20,1,-60.99034647317623,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.2, 'e': 0.7174873228544433}",25,13,-8.901005427057182,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.2, 'e': 0.7146231058160573}",20,0,-117.11234410443494,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
86,False,"{'a': 0.2, 'e': 0.7117703227626097}",25,16,-24.22888514993606,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
87,False,"{'a': 0.2, 'e': 0.7089289280495108}",20,0,26.56910662147982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.2, 'e': 0.7060988762143844}",20,0,-12.944247058345091,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
89,False,"{'a': 0.2, 'e': 0.7032801219763409}",25,0,-2.445312478516782,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
90,False,"{'a': 0.2, 'e': 0.7004726202352524}",25,0,-94.39982338878951,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
91,False,"{'a': 0.2, 'e': 0.697676326071031}",25,3,-45.241341800623935,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
92,False,"{'a': 0.2, 'e': 0.6948911947429106}",20,0,-19.566120252918388,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
93,False,"{'a': 0.2, 'e': 0.6921171816887304}",20,0,-42.203740964188846,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
94,False,"{'a': 0.2, 'e': 0.6893542425242224}",20,3,-78.84181813770928,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 2}",1
95,False,"{'a': 0.2, 'e': 0.686602333042301}",20,0,-41.771340930421076,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
96,False,"{'a': 0.2, 'e': 0.6838614092123558}",30,4,-100.74798216621672,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 1}",1
97,False,"{'a': 0.2, 'e': 0.6811314271795471}",20,0,-12.176367052810749,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
98,False,"{'a': 0.2, 'e': 0.678412343264104}",25,0,-146.88691404217514,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
99,False,"{'a': 0.2, 'e': 0.675704113960626}",20,0,-59.82985049410403,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
100,False,"{'a': 0.2, 'e': 0.6730066959373864}",20,0,-128.79777824530422,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
101,False,"{'a': 0.2, 'e': 0.6703200460356393}",25,16,-42.446977095794566,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.2, 'e': 0.6676441212689288}",30,0,-181.16634337270608,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
103,False,"{'a': 0.2, 'e': 0.6649788788224019}",20,12,-7.154713282096393,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.2, 'e': 0.6623242760521222}",30,5,-47.8268610039958,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
105,False,"{'a': 0.2, 'e': 0.659680270484389}",20,15,1.7708321703673353,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.2, 'e': 0.6570468198150567}",20,0,-50.41111117195885,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.2, 'e': 0.6544238819088586}",25,3,-71.79872028179688,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
108,False,"{'a': 0.2, 'e': 0.651811414798732}",20,8,-99.56738190353046,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
109,False,"{'a': 0.2, 'e': 0.6492093766851473}",25,11,-74.89690258884353,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
110,False,"{'a': 0.2, 'e': 0.6466177259354396}",35,12,-69.11845107177915,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
111,False,"{'a': 0.2, 'e': 0.6440364210831414}",20,0,-12.199004441970493,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
112,False,"{'a': 0.2, 'e': 0.6414654208273198}",20,0,-25.552470413694216,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
113,False,"{'a': 0.2, 'e': 0.6389046840319161}",20,0,-46.41024368056636,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
114,False,"{'a': 0.2, 'e': 0.6363541697250871}",25,18,-2.7344598387323824,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.2, 'e': 0.633813837098549}",30,0,-107.79891066289889,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
116,False,"{'a': 0.2, 'e': 0.631283645506926}",20,5,-95.24611214203443,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
117,False,"{'a': 0.2, 'e': 0.6287635544670983}",30,0,-63.506505063617986,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
118,False,"{'a': 0.2, 'e': 0.6262535236575559}",20,12,2.6871390122410284,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.2, 'e': 0.623753512917752}",30,14,-34.62533871471447,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.2, 'e': 0.6212634822474616}",25,13,-42.14947441549952,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.2, 'e': 0.6187833918061408}",20,0,-71.84665195823176,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
122,False,"{'a': 0.2, 'e': 0.6163132019122897}",25,0,-81.07119503425241,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
123,False,"{'a': 0.2, 'e': 0.613852873042817}",25,16,-13.241463318385374,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
124,False,"{'a': 0.2, 'e': 0.6114023658324086}",20,3,-25.116730664359665,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.2, 'e': 0.6089616410728969}",25,0,-166.13663689053365,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
126,False,"{'a': 0.2, 'e': 0.6065306597126334}",20,3,-12.236718738788458,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.6041093828558647}",20,15,0.6620714990064454,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.6016977717621094}",20,7,-22.567819423464535,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.5992957878455384}",20,0,-29.781837295708048,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
130,False,"{'a': 0.2, 'e': 0.596903392674358}",20,6,-73.50067218959148,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
131,False,"{'a': 0.2, 'e': 0.5945205479701944}",20,0,-50.31931834435649,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
132,False,"{'a': 0.2, 'e': 0.5921472156074813}",25,7,-17.928688268384,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.5897833576128504}",20,9,-1.7125014151156042,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.5874289361645234}",20,0,14.116581099411814,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
135,False,"{'a': 0.2, 'e': 0.5850839135917069}",25,0,-4.191257334677276,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.2, 'e': 0.5827482523739896}",25,5,-97.453941982378,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
137,False,"{'a': 0.2, 'e': 0.5804219151407424}",20,0,14.808446955400248,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.2, 'e': 0.5781048646705196}",20,0,-60.37471660854463,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
139,False,"{'a': 0.2, 'e': 0.5757970638904645}",30,0,-82.90035448232841,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
140,False,"{'a': 0.2, 'e': 0.5734984758757153}",35,0,-188.50314154355974,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
141,False,"{'a': 0.2, 'e': 0.5712090638488149}",30,0,-88.12576508408233,"{0: 20, 1: 4, 2: 3, 3: 3, 4: 0}",0
142,False,"{'a': 0.2, 'e': 0.5689287911791218}",25,11,-44.527251557408675,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.2, 'e': 0.5666576213822246}",20,0,-64.45053587600462,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
144,False,"{'a': 0.2, 'e': 0.5643955181193583}",25,15,-15.373995561312642,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.5621424451968224}",20,14,-3.1146086543629283,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.559898366565402}",25,0,-42.0475942669032,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
147,False,"{'a': 0.2, 'e': 0.5576632463197911}",20,7,-31.89626784588097,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.2, 'e': 0.5554370486980182}",25,2,-69.6574568299179,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
149,False,"{'a': 0.2, 'e': 0.5532197380808738}",20,14,0.5183825972447486,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.5510112789913407}",30,13,-33.6165888404948,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.2, 'e': 0.5488116360940265}",25,0,-78.06885403498016,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
152,False,"{'a': 0.2, 'e': 0.5466207741945975}",20,6,-42.87104442634776,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.2, 'e': 0.5444386582392171}",20,10,-14.059498435977455,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.5422652533139832}",30,18,-51.1386570673953,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
155,False,"{'a': 0.2, 'e': 0.5401005246443706}",20,13,-7.911804677554263,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.5379444375946745}",25,3,3.897630919093208,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.5357969576674559}",30,16,-34.02955802236127,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.2, 'e': 0.5336580505029906}",35,2,-116.87234045121576,"{0: 23, 1: 3, 2: 5, 3: 0, 4: 2}",1
159,False,"{'a': 0.2, 'e': 0.5315276818787179}",25,15,-41.140330251781094,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
160,False,"{'a': 0.2, 'e': 0.5294058177086945}",20,0,-60.674173128375884,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
161,False,"{'a': 0.2, 'e': 0.5272924240430485}",30,0,-43.12714752584015,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
162,False,"{'a': 0.2, 'e': 0.5251874670674361}",20,13,1.3085769958198379,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.5230909131025008}",25,11,-18.444674691106457,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.5210027286033344}",20,11,-37.62576831273854,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.2, 'e': 0.5189228801589403}",30,16,-8.703783016208277,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.5168513344916992}",20,0,-43.137699749818054,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
167,False,"{'a': 0.2, 'e': 0.5147880584568362}",20,2,-155.28959951160462,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 4}",1
168,False,"{'a': 0.2, 'e': 0.5127330190418905}",20,0,-19.0221037240918,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.2, 'e': 0.5106861833661879}",30,21,-30.551278364059133,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.5086475186803137}",20,14,8.473149588349981,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.5066169923655895}",20,0,-41.33339908459119,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
172,False,"{'a': 0.2, 'e': 0.5045945719335512}",20,0,-31.64666163283908,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
173,False,"{'a': 0.2, 'e': 0.5025802250254284}",25,8,-0.8296204974129138,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.5005739194116277}",30,15,-72.37918537410731,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
175,False,"{'a': 0.2, 'e': 0.4985756229912165}",30,0,-21.228889021157006,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
176,False,"{'a': 0.2, 'e': 0.49658530379140947}",25,13,-37.31945820905193,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.49460292996705696}",25,0,-33.16380406588137,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.2, 'e': 0.49262846980013547}",20,0,-12.667619786794786,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.2, 'e': 0.49066189169924007}",35,0,-46.29210692568521,"{0: 28, 1: 3, 2: 3, 3: 0, 4: 1}",0
180,False,"{'a': 0.2, 'e': 0.48870316419907944}",20,0,-61.58413934183529,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
181,False,"{'a': 0.2, 'e': 0.4867522559599717}",25,5,-78.2739081077975,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",1
182,False,"{'a': 0.2, 'e': 0.4848091357673432}",20,2,-57.45078305381314,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.2, 'e': 0.48287377253122976}",30,3,-69.23308495895701,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 1}",1
184,False,"{'a': 0.2, 'e': 0.480946135285778}",25,0,-112.67737371351198,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
