trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
614,False,"{'a': 0.2, 'e': 0.08612117179854413}",25,20,10.325499521854764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.0857773751630164}",30,20,16.923082174530105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.2, 'e': 0.08543495096732123}",30,18,9.20569415675666,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.08509389373266411}",30,12,21.31563466610995,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.2, 'e': 0.08475419800212207}",20,12,16.679037316424928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.2, 'e': 0.0844158583405561}",20,10,12.675640164125213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.08407886933452449}",25,18,-5.651941842458587,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
621,False,"{'a': 0.2, 'e': 0.08374322559219596}",20,0,22.374591222806924,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.2, 'e': 0.08340892174326339}",25,6,7.463098321131011,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
623,False,"{'a': 0.2, 'e': 0.0830759524388581}",20,11,14.472125786798529,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.2, 'e': 0.08274431235146408}",25,13,22.528810160731982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.2, 'e': 0.08241399617483294}",25,13,12.387174707032138,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.2, 'e': 0.0820849986238988}",25,6,31.204624556008632,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.2, 'e': 0.08175731443469375}",25,16,14.554471550580887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.2, 'e': 0.08143093836426381}",30,11,33.026750637620374,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.2, 'e': 0.0811058651905849}",30,18,-1.3872435298229955,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
630,False,"{'a': 0.2, 'e': 0.08078208971247926}",30,16,-16.418328509537186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.2, 'e': 0.08045960674953244}",25,20,6.905477992702083,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.2, 'e': 0.08013841114201005}",20,5,18.24456363347032,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2, 'e': 0.07981849775077554}",25,10,24.758792375246067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.2, 'e': 0.07949986145720786}",20,5,22.390396468065145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.2, 'e': 0.07918249716311945}",20,9,-25.01458598978563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
636,False,"{'a': 0.2, 'e': 0.07886639979067495}",25,5,32.786426045261436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.2, 'e': 0.07855156428230954}",25,15,16.53225624763057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.2, 'e': 0.07823798560064842}",25,0,27.725497088523273,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
639,False,"{'a': 0.2, 'e': 0.077925658728426}",20,7,11.834579047070125,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.0776145786684056}",25,0,-8.234524077059849,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
641,False,"{'a': 0.2, 'e': 0.07730474044329974}",20,9,17.761613592071598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.07699613909569009}",20,10,15.596754002806762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.2, 'e': 0.0766887696879486}",25,18,13.40256386578859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.07638262730215813}",35,14,36.4197866209218,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.2, 'e': 0.07607770704003398}",20,0,-27.298241412210732,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
646,False,"{'a': 0.2, 'e': 0.07577400402284548}",25,13,20.294294190011286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.2, 'e': 0.07547151339133781}",25,15,-6.339925758620818,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
648,False,"{'a': 0.2, 'e': 0.07517023030565453}",20,14,-11.001387946926501,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
649,False,"{'a': 0.2, 'e': 0.07487014994525974}",25,14,-0.5236470833945033,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
650,False,"{'a': 0.2, 'e': 0.07457126750886131}",20,0,23.48404077278491,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.2, 'e': 0.07427357821433388}",25,13,11.293580412569021,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.2, 'e': 0.07397707729864234}",20,7,26.077036740125013,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.2, 'e': 0.07368176001776583}",30,20,18.976787493900915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.2, 'e': 0.07338762164662144}",20,13,12.553712365233007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.2, 'e': 0.07309465747898901}",25,5,31.924098427773316,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.2, 'e': 0.07280286282743559}",20,10,21.65192997081832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.2, 'e': 0.0725122330232405}",20,5,-12.914636059793185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.2, 'e': 0.07222276341632078}",25,5,32.12757835843263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.2, 'e': 0.07193444937515645}",30,16,21.84716706522519,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.2, 'e': 0.07164728628671672}",35,15,41.057894751540594,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.2, 'e': 0.07136126955638605}",20,2,26.906766474011835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.2, 'e': 0.07107639460789063}",30,17,25.87433805505666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.2, 'e': 0.0707926568832253}",35,1,10.150187322823149,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.2, 'e': 0.0705100518425803}",20,6,19.483966199898994,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.2, 'e': 0.07022857496426901}",20,16,9.335892539832702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.2, 'e': 0.06994822174465536}",20,12,8.266666201558222,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.2, 'e': 0.06966898769808182}",20,2,27.118827881564645,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.2, 'e': 0.06939086835679777}",20,12,13.625209813223666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.2, 'e': 0.06911385927088774}",20,0,32.58729481856317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.2, 'e': 0.06883795600820049}",20,15,10.044337363357736,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.2, 'e': 0.06856315415427791}",25,16,19.757049394210323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.2, 'e': 0.06828944931228445}",25,2,36.99744605661691,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.2, 'e': 0.06801683710293688}",20,6,-15.653055571973132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
674,False,"{'a': 0.2, 'e': 0.067745313164434}",25,14,13.160513622705777,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.2, 'e': 0.0674748731523869}",30,24,12.291701064058852,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.2, 'e': 0.06720551273974976}",25,11,26.30486319281616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.2, 'e': 0.06693722761675015}",25,10,21.288715124350368,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.2, 'e': 0.06667001349082043}",25,12,22.128348438201776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.2, 'e': 0.06640386608652886}",20,6,27.74692447103117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.2, 'e': 0.06613878114551125}",25,13,20.613099986887224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.2, 'e': 0.06587475442640295}",25,13,18.701512705357565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.2, 'e': 0.0656117817047708}",20,0,27.079224881208145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.2, 'e': 0.06534985877304565}",25,6,21.261147812521116,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.2, 'e': 0.06508898144045502}",25,14,-24.65071559211458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
685,False,"{'a': 0.2, 'e': 0.06482914553295596}",20,12,13.915773411264516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.2, 'e': 0.06457034689316847}",30,0,35.89258487839793,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.2, 'e': 0.06431258138030878}",20,12,11.23018684383772,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.2, 'e': 0.06405584487012317}",25,16,18.98334206417351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.2, 'e': 0.06380013325482203}",25,13,22.470535972644548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.2, 'e': 0.063545442443014}",35,7,41.241351922385036,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.2, 'e': 0.0632917683596407}",25,10,21.696763993447025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.2, 'e': 0.0630391069459114}",25,14,19.707699291815047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.2, 'e': 0.06278745415923806}",20,14,7.05888820652474,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.2, 'e': 0.06253680597317077}",20,14,10.953976507455337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.2, 'e': 0.0622871583773331}",25,13,22.79283338847315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.2, 'e': 0.06203850737735829}",20,14,8.406157286207193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.2, 'e': 0.061790848994825016}",30,18,20.68154426545231,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.2, 'e': 0.06154417926719386}",30,24,11.93882033429971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.2, 'e': 0.06129849424774395}",30,12,26.46487508859785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.2, 'e': 0.06105379000550965}",30,4,13.891771145627922,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.2, 'e': 0.06081006262521795}",20,6,21.039421346627183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.2, 'e': 0.060567308207225536}",20,10,17.94355997274828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.2, 'e': 0.06032552286745654}",20,16,6.352675948020721,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.2, 'e': 0.06008470273734039}",25,18,14.043765390532595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.2, 'e': 0.0598448439637498}",25,15,21.871680489437626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.2, 'e': 0.05960594270893937}",20,12,1.0549751154894929,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.2, 'e': 0.05936799515048382}",25,7,18.59581547701458,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.2, 'e': 0.05913099748121722}",25,13,21.486537728596634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.2, 'e': 0.05889494590917182}",25,15,17.398598529308305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.2, 'e': 0.05865983665751733}",30,13,30.57932367617667,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.2, 'e': 0.05842566596450083}",25,5,0.7997722341767914,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
712,False,"{'a': 0.2, 'e': 0.05819243008338612}",20,9,20.342044368193633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.2, 'e': 0.05796012528239421}",20,15,8.938376938290043,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.2, 'e': 0.05772874784464333}",35,24,7.114618702627319,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.2, 'e': 0.057498294068089456}",20,8,24.633873373358277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.2, 'e': 0.05726876026546736}",25,15,18.534202100659652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.2, 'e': 0.05704014276423119}",25,10,6.077269296764696,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
718,False,"{'a': 0.2, 'e': 0.05681243790649613}",35,21,24.945685691170237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.2, 'e': 0.056585642048979604}",20,14,9.993277999126526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.2, 'e': 0.05635975156294296}",35,20,8.667431069855807,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
721,False,"{'a': 0.2, 'e': 0.056134762834133725}",25,11,23.250885462017745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.2, 'e': 0.05591067226272733}",25,11,24.47520670833046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.2, 'e': 0.05568747626326992}",25,11,26.991730931230325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.2, 'e': 0.05546517126462075}",30,0,20.46509208060379,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
725,False,"{'a': 0.2, 'e': 0.055243753709895024}",20,2,26.505555153209098,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.2, 'e': 0.05502322005640723}",30,0,-3.0302201924053076,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
727,False,"{'a': 0.2, 'e': 0.054803566775614126}",20,12,1.5588697711972967,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.2, 'e': 0.054584790353058604}",25,1,-26.347416697276522,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
729,False,"{'a': 0.2, 'e': 0.05436688728831322}",20,8,18.19278155988018,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.2, 'e': 0.05414985409492424}",20,11,16.827017631274686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.2, 'e': 0.05393368730035602}",20,12,12.424690039800225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.2, 'e': 0.053718383445935144}",20,10,16.28395064213535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.2, 'e': 0.05350393908679542}",35,13,40.72845258572655,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.2, 'e': 0.053290350791822524}",20,8,9.921620815698029,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.2, 'e': 0.05307761514359911}",20,6,12.130446528872003,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.2, 'e': 0.05286572873835037}",35,28,14.046967490847361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.2, 'e': 0.05265468818588919}",25,16,-8.840707610853729,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
738,False,"{'a': 0.2, 'e': 0.05244449010956234}",20,11,15.026905860943835,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.2, 'e': 0.05223513114619603}",25,0,38.00396031211358,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
740,False,"{'a': 0.2, 'e': 0.05202660794604239}",30,14,28.821133642341476,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.2, 'e': 0.05181891717272583}",20,13,14.4559924380813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.2, 'e': 0.051612055503189466}",20,4,10.846648222500956,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.2, 'e': 0.051406019627642255}",20,0,10.018472502571658,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
744,False,"{'a': 0.2, 'e': 0.05120080624950572}",30,16,29.427054041871216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.2, 'e': 0.050996412085361445}",30,19,18.56749414763397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.2, 'e': 0.0507928338648985}",35,19,27.00338298304033,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.2, 'e': 0.05059006833086093}",25,14,21.299072483559225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.2, 'e': 0.05038811223899596}",30,19,19.29639388175354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.2, 'e': 0.050186962358001734}",25,13,25.874484543828306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.2, 'e': 0.04998661546947587}",25,1,37.08708572217519,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.2, 'e': 0.049787068367863944}",25,18,11.794066654583494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.2, 'e': 0.04958831786040798}",20,3,-3.6645690483235933,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
753,False,"{'a': 0.2, 'e': 0.049390360767095715}",25,10,-18.121406942235073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
754,False,"{'a': 0.2, 'e': 0.04919319392060936}",20,9,20.125634474580234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.2, 'e': 0.04899681416627518}",30,0,36.556027242579376,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
756,False,"{'a': 0.2, 'e': 0.04880121836201296}",30,17,4.559129417556934,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.2, 'e': 0.04860640337828558}",35,23,25.935414201942358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.2, 'e': 0.04841236609804924}",20,1,28.350615585819636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.2, 'e': 0.04821910341670324}",30,14,32.36257297744267,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.2, 'e': 0.048026612242040564}",30,0,35.84381241649912,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
761,False,"{'a': 0.2, 'e': 0.04783488949419837}",20,2,24.803467075248165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.2, 'e': 0.047643932105608515}",25,15,20.894728553347324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.2, 'e': 0.0474537370209488}",20,5,17.073159601701555,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.2, 'e': 0.047264301197093746}",35,20,29.120681488267905,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.2, 'e': 0.04707562160306613}",20,9,21.095534266136056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.2, 'e': 0.046887695219988486}",20,2,18.871276563405207,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.2, 'e': 0.04670051904103459}",25,5,32.00230769881547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.2, 'e': 0.04651409007138167}",25,9,29.948166785096497,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.2, 'e': 0.04632840532816215}",25,15,-28.085826585417315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
770,False,"{'a': 0.2, 'e': 0.04614346184041625}",25,13,22.731481179663547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.2, 'e': 0.045959256649044204}",25,17,17.88270944259268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.2, 'e': 0.04577578680675897}",20,0,27.89549960566133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
773,False,"{'a': 0.2, 'e': 0.045593049378039235}",30,19,21.809434829436732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.2, 'e': 0.04541104143908216}",20,12,13.545009474140947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.2, 'e': 0.04522976007775692}",25,9,29.332740227763303,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.2, 'e': 0.0450492023935578}",25,11,18.736271383913497,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.2, 'e': 0.04486936549755802}",25,17,17.65505068902753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.2, 'e': 0.04469024651236344}",25,19,10.695056043056113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.2, 'e': 0.04451184257206642}",25,11,15.682370304270833,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.2, 'e': 0.04433415082220017}",25,14,16.665806670876872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.2, 'e': 0.04415716841969286}",20,9,25.82093447675685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.2, 'e': 0.043980892532822266}",20,9,21.428828149757845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.2, 'e': 0.04380532034117049}",20,0,31.880463006568224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
784,False,"{'a': 0.2, 'e': 0.04363044903557865}",30,16,26.33007796221537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.2, 'e': 0.04345627581810221}",35,21,29.47676039297141,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.2, 'e': 0.043282797901965896}",20,12,16.017660750787048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.2, 'e': 0.043110012511519365}",25,11,26.88243584596824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.2, 'e': 0.042937916882192735}",20,12,17.128687052000668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.2, 'e': 0.042766508260452196}",35,20,25.400323232719703,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.2, 'e': 0.042595783903756214}",25,14,15.982478432428062,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.2, 'e': 0.042425741080511385}",35,13,2.0860752324312557,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
792,False,"{'a': 0.2, 'e': 0.042256377070028904}",25,7,28.617270369843336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.2, 'e': 0.042087689162481054}",20,0,14.665070506467679,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.2, 'e': 0.04191967465885763}",20,2,26.50370901279069,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.2, 'e': 0.04175233087092308}",20,7,23.997221258445244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.2, 'e': 0.04158565512117316}",30,18,21.98064585174874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.2, 'e': 0.041419644742792326}",20,12,19.05819850356086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.2, 'e': 0.04125429707961103}",25,11,28.04843968246852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
